phase;numero;dossierMulti;dossier;ordseq;rubrique;rubrique4Erudit;id;titre;datePub;dateModif;auteurs;keywords;directeur;statut;phase
;2007;;;7;58;58;414;Vieilles usines désaffectées cherchent repreneurs;2007-03-11 18:28:27;2011-06-22 01:22:47;#Claudio Tognonato;#Amérique latine #Politique et société #Mondialisation #Mouvement social #Entreprises;Gérard Wormser;;
;2007;;;8;58;58;418;Les impossibles autoportraits de Claude Cahun;2007-03-23 09:50:55;2011-08-04 17:14:19;#Yi-lin Lai;#Cahun, Claude;Gérard Wormser;;
;2007;;;9;58;58;421;Créer à la proue de soi-même;2007-03-23 09:52:00;2011-10-20 00:45:28;#Mireille Calle-Gruber;#Arts et lettres #Photographie #Calle-Gruber, Mireille #Wilde, Oscar #Cahun, Claude #Image, Iconographie #Sujet;Gérard Wormser;;
;2007;;;10;58;58;420;'La prière' de Francis Jammes : deux traductions différentes ?;2007-03-31 09:50:00;2011-08-04 17:11:10;#Lena Jakubcakova;#Jammes, Francis;Gérard Wormser;;
;2007;;;11;58;58;425;Mauritanie : quand un petit pays donne une grande leçon de démocratie;2007-04-17 14:59:30;2011-06-22 15:36:02;#Niels Planel;#Politique et société #Afrique #États-Unis #Milieu politique #Démocratie #Élections présidentielles;Gérard Wormser;;
;2007;;;12;58;58;450;Logique de l'intérieur;2007-05-18 00:52:19;2011-08-04 17:09:23;#Charles Martin-Freville;;Gérard Wormser;;
;2007;;;13;58;58;454;Les étapes de la littérature tamoule;2007-06-13 02:15:24;2007-11-15 04:53:16;#David Annoussamy;;Gérard Wormser;;
;2007;;;14;58;58;398;L'extériorité : sanglante ou seyante ?;2007-06-13 02:17:39;2011-12-23 12:46:32;#Charles Martin-Freville;;Gérard Wormser;;
;2007;;;15;58;58;455;Les conditions d'un universalisme ouvert à la diversité;2007-06-30 03:02:00;2007-11-16 08:27:37;#Alain Renaut;#Philosophie #Politique et société #Fichte #Kant #Universalisme #Droits humains;Gérard Wormser;;
;2007;;;16;58;58;460;Philosophy and the Internet : a question of norms;2007-07-09 11:03:16;2011-03-29 08:30:50;#Paul Mathias;#Monde numérique;Gérard Wormser;;
;2007;;;17;58;58;397;La réforme au Japon est possible !;2007-07-13 08:29:18;2011-08-04 17:02:44;#Niels Planel;#Politique et société #Asie;Gérard Wormser;;
;2007;;;18;58;58;465;Shakespeare et Pinter : la maison victorienne comme scène de théâtre;2007-09-04 00:10:17;2011-08-04 17:01:33;#Clifford Armion;#Arts et lettres #Histoire #Cinéma #Théâtre #Shakespeare #Pinter, Harold;Gérard Wormser;;
;2007;;;19;58;58;464;Mauritania: a small country gives a big lesson in democracy;2007-09-04 00:10:49;2011-06-22 15:32:14;#Niels Planel;#Afrique #États-Unis #Milieu politique #Démocratie #Élections présidentielles;Gérard Wormser;;
;2007;;;20;58;58;466;«Démocrates sans démocratie»;2007-10-15 11:26:28;2007-11-16 11:17:11;#Simon Tordjman;#Politique et société #Europe #Démocratie #Socialisme et Communisme #Droits humains;Gérard Wormser;;
;2007;;;21;58;58;324;Défendre et adapter le service public ;2007-10-24 11:26:13;2011-06-21 11:56:14;# Sens Public;;Gérard Wormser;;
;2007;;;22;58;58;479;Faire accepter l'inacceptable;2007-10-25 06:34:36;2007-10-25 10:09:43;#Jean-Paul Flipo;#Arts et lettres #Clausewitz (von), Carl #Roman;Gérard Wormser;;
;2007;;;23;58;58;480;Le postmoderne ou l'hémorragie du discours;2007-10-25 13:39:51;2011-12-23 12:18:45;#Fabio  Caprio Leite de Castro;#Arts et lettres #Philosophie #Politique et société #Foucault, Michel #Beckett, Samuel #Barthes, Roland #Heidegger, Martin #Virilio, Paul #Mondialisation #Édition, presse et médias #Capitalisme #Société du spectacle;Gérard Wormser;;
;2007;;;24;58;58;484;Les attaques du PCC à São Paulo en mai 2006;2007-10-31 15:26:00;2011-06-22 15:21:20;#Walter Valdevino;#Amérique latine #Politique et société #Milieu politique #Mouvement social #Brésil;Gérard Wormser;;
;2007;;;25;58;58;485;Barack Obama et l'audace d'espérer;2007-11-01 08:20:10;2011-06-22 15:18:41;#Niels Planel;#Barack Obama #États-Unis #Milieu politique;Gérard Wormser;;
;2007;;;26;58;58;486;Science et Politique;2007-11-09 08:54:06;2011-08-04 16:46:50;#Jean-Yves Heurtebise;#Philosophie #Politique et société #Sciences et environnement #Foucault, Michel #Spinoza;Gérard Wormser;;
;2007;;;27;58;58;487;Fibromyalgie et SMI ou Médecine et Marketing;2007-11-13 06:21:07;2011-08-04 16:42:38;#Eric Samama;#Sciences et environnement;Gérard Wormser;;
;2007;;;28;58;58;89;Dialectique et amour de soi chez Rousseau;2007-11-14 14:18:00;2011-03-29 08:13:53;#Christophe Litwin;#Arts et lettres #Philosophie #Rousseau #Nation, nationalisme;Gérard Wormser;;
;2007;;;29;58;58;492;Enzyklopädist des Internationalen;2007-11-26 04:45:59;2011-06-21 13:52:02;#Roman Schmidt #Antonin Liehm;#Histoire #Politique et société #Europe #Kafka, Frantz #Marx, Karl #Édition, presse et médias;Gérard Wormser;;
;2007;;;30;58;58;463;Parti Socialiste français : la politique comme religion;2007-11-26 05:37:24;2011-06-21 11:50:47;#Jean-Jacques Delfour;#Politique et société #Socialisme et Communisme #France;Gérard Wormser;;
;2007;;;31;58;58;493;Que la décolonisation littéraire commence !;2007-11-27 03:23:12;2011-06-21 13:43:41;#Niels Planel;#Arts et lettres #Politique et société #Malraux, André #Postcolonial #Francophonie #Glissant, Édouard;Gérard Wormser;;
;2007;;;32;58;58;255;Reflexões sobre o prefácio de Thérèse Raquin;2007-12-07 10:07:00;2007-12-07 08:04:45;#André Dalpicolo;#Zola, Émile #Comte, Auguste;Gérard Wormser;;
;2007;;;33;58;58;315;Por uma nova compreensão existencial do Direito;2007-12-12 15:49:00;2007-12-12 12:04:49;#Fabio  Caprio Leite de Castro;;Gérard Wormser;;
;2007;;;34;58;58;299;Oscar Wilde;2007-12-13 01:37:00;2011-08-04 16:33:22;#Martin Page;#Arts et lettres #Sciences et environnement #Wilde, Oscar;Gérard Wormser;;
;2007;;;35;58;58;495;Touriste en démocratie;2007-12-13 07:22:13;2011-06-21 13:42:14;#Geneviève Fraisse;#Genres #Beauvoir (de), Simone #Politique et société #Europe #Milieu politique #Récit, voyage #Patrimoine;Gérard Wormser;;
;2007;;;36;58;58;244;Communication entre les langues, communication des cultures;2007-12-16 09:36:00;2007-12-16 07:39:15;#Biancamaria Bruno;#Arts et lettres #Politique et société #Multilinguisme;Gérard Wormser;;
;2007;;;37;58;58;498;Du particulier à l'universel : la fondation de la cité humaine chez Rousseau;2007-12-19 08:20:00;2008-04-14 03:43:46;#Nicolas Martin-Breteau;#Rousseau #Voltaire;Gérard Wormser;;
;2007;;;38;60;60;422;La poésie fait mal ?;2007-02-05 00:47:00;2011-11-14 13:24:46;#Michel Deguy;#Arts et lettres #Poésie #Rimbaud #Deguy, Michel #Video et son #Voltaire #focuscreation;Gérard Wormser;;
;2007;;;39;60;60;437;Urco, el perro del mar / Urco, chien de mer;2007-07-14 09:22:29;2007-11-15 04:50:57;#Antón Castro;;Gérard Wormser;;
;2007;;;40;60;60;438;Poemas / Poèmes;2007-07-14 09:39:14;2007-11-15 04:49:50;#Antonio Ansón;;Gérard Wormser;;
;2007;;;41;60;60;439;El huérfano/ L’orphelin;2007-07-14 09:44:27;2007-11-15 04:48:58;#Carlos Castán Andolz;;Gérard Wormser;;
;2007;;;42;60;60;440;Enrique Vila-Matas pierde pie / Enrique Vila-Matas perd pied;2007-07-14 09:55:54;2007-11-15 04:47:57;#David Mayor;#Duras, Marguerite ;Gérard Wormser;;
;2007;;;43;60;60;441;El veneno de la risa / Le venin du rire;2007-07-14 09:56:40;2007-11-15 04:46:32;#Félix Teira Cubel;;Gérard Wormser;;
;2007;;;44;60;60;442;Licantropía (Itinerario para una novela) / Lycanthropie (Itinéraire pour un roman);2007-07-14 09:58:41;2011-03-29 13:51:23;#José Giménez Corbatón;#Tarde, Gabriel;Gérard Wormser;;
;2007;;;45;60;60;443;Relatos / Récits;2007-07-14 10:05:40;2007-11-15 04:44:22;#José Luis Rodríguez García;;Gérard Wormser;;
;2007;;;46;60;60;444;Nembrot;2007-07-14 10:08:59;2007-11-15 04:43:31;#José María Pérez Álavrez;;Gérard Wormser;;
;2007;;;47;60;60;445;Poemas / Poèmes;2007-07-14 10:11:55;2007-11-15 04:42:48;#Manuel Vilas;;Gérard Wormser;;
;2007;;;48;60;60;446;Somontano 36;2007-07-14 10:15:28;2011-03-29 13:53:20;#Ramón Acin Fanlo;;Gérard Wormser;;
;2007;;;49;60;60;447;De Raíces y Fugas/ Des racines et des fugues ;2007-07-14 10:17:59;2007-11-15 04:41:07;#Pilar Nasarre;;Gérard Wormser;;
;2007;;;50;60;60;449;Diez escritores españoles reunidos por José Giménez Corbaton;2007-07-14 10:20:33;2011-10-13 00:53:07;#Roberto Gac;#focuscreation;Gérard Wormser;;
;2007;;;51;60;60;357;Les Saules pleureurs;2007-10-31 13:22:00;2011-10-20 02:16:30;#Gwen Garcia;#Maupassant (de), Guy;Gérard Wormser;;
;2007;;;52;60;60;473;"""Something is wrong"" dit l'Indien Huenchuyán";2007-11-24 05:48:11;2011-07-20 20:08:47;#Roberto Gac;#Amérique latine;Gérard Wormser;;
;2007;;;53;60;60;489;"""Something is wrong"" dijo el Indio Huenchuyán";2007-11-24 06:25:26;2011-07-20 20:10:09;#Roberto Gac;#Amérique latine;Gérard Wormser;;
;2007;;;54;60;60;490;Lycanthropie (Itinéraire pour un roman) / Licantropía (Itinerario para una novela);2007-11-24 07:35:43;2011-03-29 13:50:03;#José Giménez Corbatón;#Tarde, Gabriel;Gérard Wormser;;
;2007;;;55;60;60;494;Somontano 36;2007-11-27 04:05:56;2011-03-29 13:54:13;#Ramón Acin Fanlo;;Gérard Wormser;;
;2007;;;56;76;76;328;"""En devenant Foucault. Sociogenèse d'un grand philosophe"" de Pestaña José Luis Moreno";2007-02-06 18:39:49;2011-08-10 12:16:17;#Eric Farges;#Foucault, Michel;Gérard Wormser;;
;2007;;;57;76;76;458;Fascination du roman historique. Intrigues, héros et femmes fatales;2007-06-29 13:15:54;2011-08-10 12:14:34;#Brigitte Krulic;;Gérard Wormser;;
;2007;;;58;76;76;28;Enraciner l'Europe  ;2007-11-07 05:40:22;2011-08-10 12:13:51;#Hubert  Haenel #François Sicard;;Gérard Wormser;;
;2007;;;59;76;76;491;Simone de Beauvoir philosophe;2007-11-24 08:58:12;2011-10-20 01:50:56;#Deise Quintiliano;#Beauvoir (de), Simone;Gérard Wormser;;
;2007;;;;68;68;390;Sens Public : Lettre d'information n° 2 - Hiver 2007;2007-02-09 01:19:24;2011-06-16 12:37:29;;#Antonin Artaud;Gérard Wormser;;
;2007;;;;107;107;483;Photos: Sens Public au Salon des Revues 2007;2007-11-16 09:13:08;2010-10-03 02:57:51;# Sens Public;;Gérard Wormser;;
;2008;;337;1;58;58;406;Marcel Thiry, une (r)évolution discrète du langage poétique;2008-03-19 05:30:52;2011-07-01 13:42:21;#Ladislav Vaclavik;#Arts et lettres #Europe #Poésie #Rimbaud #Thiry, Marcel  #Tolérance et Différence;Gérard Wormser;;
;2008;;337;2;58;58;401;Tolérance (des différences), purisme et politique linguistique en Slovaquie et en France;2008-03-19 08:51:19;2011-10-12 18:42:34;#Monika Zazrivcova #Katarina Chovancova;#Arts et lettres #Politique et société #Europe #Tolérance et Différence #Multilinguisme #Francophonie #Patrimoine;Gérard Wormser;;
;2008;;520;1;107;107;520;La Vie et le Temps;2008-02-16 09:21:51;2011-08-01 16:58:07;#Jean-Yves Heurtebise;#Philosophie #Sciences et environnement #Beckett, Samuel #Gennes (de), Pierre-Gilles #La Vie et le Temps;Gérard Wormser;;
;2008;;520;2;58;58;510;Vie et temps : dialectiques de l'ordre et du désordre;2008-02-16 09:18:34;2011-08-01 17:12:29;#Jean-Yves Heurtebise;#Deleuze, Gilles #La Vie et le Temps;Gérard Wormser;;
;2008;;520;3;58;58;511;La vie des preuves;2008-02-16 09:18:52;2011-07-05 13:57:37;#Samuel Tronçon;#La Vie et le Temps;Gérard Wormser;;
;2008;;520;4;58;58;512;La conscience corporelle chez l'enfant ou le temps vécu;2008-02-16 09:19:14;2011-07-05 13:54:25;#Jean-Paul Pes;#Sciences et environnement #La Vie et le Temps;Gérard Wormser;;
;2008;;520;5;58;58;513;L'originaire en psychanalyse;2008-02-16 09:19:37;2011-07-05 11:02:56;#Marie-Laure Binzoni;#Philosophie #Sciences et environnement #La Vie et le Temps #Psychanalyse #Freud, Sigmund;Gérard Wormser;;
;2008;;520;6;58;58;514;La Symbolique du Jaune : le temps délimité et la vie précaire;2008-02-16 09:19:56;2011-12-13 17:08:35;#Tina Mamatsashvili;#Arts et lettres #Histoire #Peinture #La Vie et le Temps;Gérard Wormser;;
;2008;;520;7;58;58;516;Mutagenèse et cancérogenèse;2008-02-16 09:20:37;2011-07-05 10:31:29;#Gwenaëlle  Iarmarcovai;#Sciences et environnement #La Vie et le Temps;Gérard Wormser;;
;2008;;520;8;58;58;517;La paléontologie moléculaire - Comment les molécules des sédiments nous renseignent sur le passé ? ;2008-02-16 09:20:58;2011-12-13 17:07:53;#Romain de Mesmay;#Sciences et environnement #La Vie et le Temps;Gérard Wormser;;
;2008;;520;9;58;58;518;La technique et la vie;2008-02-16 09:21:18;2011-12-13 17:18:29;#Dominique Lecourt;#Histoire #Philosophie #La Vie et le Temps #Imaginaire;Gérard Wormser;;
;2008;;520;10;58;58;519;Nature des objets de mémoire : le cas de l'olfaction;2008-02-16 09:21:34;2011-07-01 16:10:58;#Pierre-Gilles de Gennes;#Histoire #Philosophie #Sciences et environnement #Gennes (de), Pierre-Gilles #La Vie et le Temps;Gérard Wormser;;
;2008;;520;11;58;58;515;L'art de mettre en scène la vie et le temps chez Samuel Beckett;2008-02-16 14:12:00;2011-07-05 14:29:49;;#Arts et lettres #Théâtre #Beckett, Samuel;Gérard Wormser;;
;2008;;541;1;109;109;541;Les évolutions contemporaines du régime représentatif;2008-04-07 03:11:49;2010-10-20 05:14:32;#Christophe Premat;#Europe #Milieu politique #Espace public #France #Les évolutions contemporaines du régime représentatif;Gérard Wormser;;
;2008;;542;1;109;109;542;La différence des sexes : enjeux et débats contemporains;2008-04-09 14:01:00;2011-10-17 10:55:31;# Sens Public;#Genres #Beauvoir (de), Simone #Foucault, Michel #Calle-Gruber, Mireille #Millet, Richard #Virilio, Paul #Wittig, Monique;Gérard Wormser;;
;2008;;542;2;58;58;14;L'acte-lui, la parole-elle;2008-01-21 07:22:00;2011-10-17 18:18:05;#Maria Ferencuhova;#Genres #Arts et lettres #Cinéma #Rohmer, Éric #Stéréotypes;Gérard Wormser;;
;2008;;544;1;109;109;544;Sartre: philosophie, littérature, politique...;2008-04-11 06:13:27;2011-07-29 15:38:06;# Sens Public;#Beauvoir (de), Simone #Arts et lettres #Philosophie #Politique et société #Sartre, Jean-Paul #Bourdieu, Pierre #Kofman, Sarah #Husserl, Edmund #Simmel, Georg #Heidegger, Martin #Merleau-Ponty, Maurice;Gérard Wormser;;
;2008;;544;2;58;58;533;Jean-Paul Sartre. Quelle pagine del Castoro che fiancheggiano il male;2008-03-25 03:08:46;2008-04-11 07:13:31;#Claudio Tognonato;#Beauvoir (de), Simone #Sartre, Jean-Paul;Gérard Wormser;;
;2008;;544;3;58;58;60;Les Deux Magots : Sartre et Bourdieu en regard;2008-04-15 09:58:00;2011-12-13 18:59:25;#Gérard Wormser;#Arts et lettres #Politique et société #Sartre, Jean-Paul #Bourdieu, Pierre;Gérard Wormser;;
;2008;544,337;544;4;58;58;408;Mauriac et Sartre, la liberté des personnages;2008-04-09 04:50:50;2011-08-01 16:33:34;#Paulina Sperkova;#Arts et lettres #Sartre, Jean-Paul #Mauriac, François #Gide, André #Tolérance et Différence #Roman #Valeurs;Gérard Wormser;;
;2008;;545;1;109;109;545;Autour de Derrida;2008-04-11 09:10:47;2011-07-05 11:43:57;# Sens Public;#Histoire #Philosophie #Derrida, Jacques  #Kofman, Sarah;Gérard Wormser;;
;2008;;545;2;58;58;291;Penser, avec Jacques Derrida, au péril de l'aporie;2008-05-21 11:02:00;2008-05-22 01:03:08;#Marie-Louise Mallet;#Philosophie #Derrida, Jacques ;Gérard Wormser;;
;2008;;552;1;107;107;552;Philosophies du cinéma politique;2008-05-05 04:21:47;2011-06-24 13:17:43;#Jean-Yves Heurtebise;#Philosophie #Politique et société #Cinéma #Resnais, Alain #Philosophies du cinéma politique ;Gérard Wormser;;
;2008;;552;2;58;58;560;Philosophies du cinéma politique : Conclusion;2008-05-05 04:19:25;2011-08-01 17:29:07;#Jean-Yves Heurtebise;#Philosophie #Politique et société #Cinéma #Philosophies du cinéma politique ;Gérard Wormser;;
;2008;;552;3;58;58;559;Remarques sur l’essence réaliste-politique du cinéma;2008-05-05 04:19:42;2011-08-01 17:27:27;#Emmanuel Barot;#Histoire #Politique et société #Philosophies du cinéma politique ;Gérard Wormser;;
;2008;;552;4;58;58;558;"""Camera eye"" de Jean-Luc Godard : un essai politique filmé";2008-05-05 04:20:00;2011-08-04 15:47:13;#Julien Pallotta;#Arts et lettres #Histoire #Cinéma #Resnais, Alain #Godard, Jean-Luc  #Philosophies du cinéma politique ;Gérard Wormser;;
;2008;;552;5;58;58;557;Politique et poétique : une esthétique de la faim. Le cinéma politique selon Glauber Rocha;2008-05-05 04:20:19;2011-08-01 17:23:56;#Renato Silva Guimarães;#Amérique latine #Arts et lettres #Politique et société #Cinéma #Rocha, Glauber #Philosophies du cinéma politique  #Pays en développement;Gérard Wormser;;
;2008;;552;6;58;58;556;L’Homme dans la révolution et la révolution dans l’Homme au 20e siècle;2008-05-05 04:20:39;2011-08-01 17:21:57;#Idriss Aberkane;#Histoire #Cinéma #Philosophies du cinéma politique ;Gérard Wormser;;
;2008;;552;7;58;58;555;Sidney Lumet ou Le dialogue socratique au cinéma;2008-05-05 04:20:55;2011-08-01 17:20:47;#Jean-Yves Heurtebise;#Philosophie #Politique et société #Cinéma #Lumet, Sydney #Philosophies du cinéma politique ;Gérard Wormser;;
;2008;;552;8;58;58;554;Tout un cinéma ? Les jeunes chercheurs en représentation(s);2008-05-05 04:21:10;2011-08-01 17:18:35;#Joël Gombin;#Politique et société #Vigo, Jean #Philosophies du cinéma politique ;Gérard Wormser;;
;2008;;552;9;58;58;553;"Empathie ou métamorphose : ""Les Statues Meurent aussi"" d’Alain Resnais et Chris Marker, et Les Voix du silence d’André Malraux";2008-05-05 04:21:27;2013-01-09 18:51:53;#Jean-Pierre Zarader;#Arts et lettres #Malraux, André #Resnais, Alain #Philosophies du cinéma politique  #Marker, Chris;Gérard Wormser;;
;2008;;562;1;109;109;562;Tombeau d'Akhnaton. Sur un roman de Mireille Calle-Gruber;2008-05-07 14:15:24;2011-10-17 12:05:42;#Mireille Calle-Gruber;#Arts et lettres #Tombeau d’Akhnaton. Sur un roman de Mireille Calle-Gruber #Calle-Gruber, Mireille #Roman;Gérard Wormser;;
;2008;;562;2;58;58;566;Quand l'œil n'aura pas vu : Tombeau d'Akhnaton;2008-05-07 14:14:04;2011-07-29 15:15:28;#Joana Masó;#Arts et lettres #Tombeau d’Akhnaton. Sur un roman de Mireille Calle-Gruber #Calle-Gruber, Mireille #Roman;Gérard Wormser;;
;2008;;562;3;58;58;565;A l’ombre de quel Tombeau écrire ?;2008-05-07 14:14:27;2011-07-29 15:13:26;#Sofiane Laghouati;#Arts et lettres #Tombeau d’Akhnaton. Sur un roman de Mireille Calle-Gruber #Simon, Claude #Calle-Gruber, Mireille #Roman;Gérard Wormser;;
;2008;;562;4;58;58;564;Un temps pour la mort. Lecture du Tombeau d'Akhnaton;2008-05-07 14:14:46;2011-10-17 12:18:23;#Arafat Sadallah;#Arts et lettres #Tombeau d’Akhnaton. Sur un roman de Mireille Calle-Gruber #Calle-Gruber, Mireille #Roman;Gérard Wormser;;
;2008;;562;5;58;58;563;Tombeau d'Akhnaton : une pudeur impressionnante;2008-05-07 14:15:05;2011-10-17 12:11:38;#Anaïs Frantz;#Arts et lettres #Tombeau d’Akhnaton. Sur un roman de Mireille Calle-Gruber #Duras, Marguerite  #Calle-Gruber, Mireille #Roman #Wittig, Monique;Gérard Wormser;;
;2008;;599;1;109;109;599;Recherches en Études Féminines et de Genres;2008-10-01 06:06:00;2012-01-02 11:17:03;#Anaïs Frantz;#Genres #Recherches en Études Féminines et de Genres #Calle-Gruber, Mireille #Wittig, Monique;Gérard Wormser;;
;2008;;599;2;58;58;606;… pour qu’il arrive des genres de tous bords;2008-10-03 09:03:09;2011-07-29 14:51:40;#Mireille Calle-Gruber;#Genres #Arts et lettres #Philosophie #Politique et société #Recherches en Études Féminines et de Genres #Simon, Claude #Calle-Gruber, Mireille #Roman #Multilinguisme #Francophonie;Gérard Wormser;;
;2008;;599;3;58;58;605;La scène lieu ultime des dépassements en tous genres ? L’exemple de Valère Novarina;2008-10-03 09:03:26;2011-07-29 14:49:47;#Audrey Szebesta;#Genres #Arts et lettres #Recherches en Études Féminines et de Genres #Derrida, Jacques  #Beckett, Samuel;Gérard Wormser;;
;2008;;599;4;58;58;604;Les débordements du genre, l’autoportrait en vert, envers et contre tout… Un autoportrait en vert de Marie Ndiaye;2008-10-03 09:03:59;2011-07-29 14:47:10;#Elsa Polverel;#Genres #Photographie #Recherches en Études Féminines et de Genres #Ndiaye, Marie #Barthes, Roland;Gérard Wormser;;
;2008;;599;5;58;58;603;Métamorphoses des genres;2008-10-03 09:04:17;2011-07-29 14:44:45;#Sirkka Remes;#Genres #Arts et lettres #Philosophie #Recherches en Études Féminines et de Genres #Religions;Gérard Wormser;;
;2008;;599;6;58;58;602;"Du ""genre"" nu comme un ver et des genres en littérature";2008-10-03 09:04:42;2011-07-26 18:48:31;#Anaïs Frantz;#Genres #Arts et lettres #Recherches en Études Féminines et de Genres #Montaigne #Derrida, Jacques  #Calle-Gruber, Mireille #Renan, Ernest;Gérard Wormser;;
;2008;;599;7;58;58;601;Sang : le texte et ses règles;2008-10-03 09:05:03;2011-07-26 18:42:54;#Melina Balcázar Moreno;#Genres #Genet, Jean #Arts et lettres #Histoire #Recherches en Études Féminines et de Genres #Calle-Gruber, Mireille #Barthes, Roland;Gérard Wormser;;
;2008;;599;8;58;58;600;Un genre érotique ?;2008-10-03 09:05:23;2011-07-26 18:39:54;#Abdereman Said Mohamed;#Genres #Genet, Jean #Recherches en Études Féminines et de Genres #Érotisme #Wittig, Monique;Gérard Wormser;;
;2008;;609;1;109;109;609;USA 2008 - Chroniques de livres autour de l'élection présidentielle;2008-10-13 10:23:56;2011-07-29 14:26:58;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama;Gérard Wormser;;
;2008;;609;2;114;114;585;L'Amérique profonde a-t-elle rompu avec les républicains ?;2008-09-01 02:08:41;2011-08-09 16:34:49;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama #États-Unis #Milieu politique;Gérard Wormser;;
;2008;;609;3;114;114;588;La gauche américaine est-elle à court de grandes idées ?;2008-09-08 04:18:49;2011-08-09 16:34:08;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama #Politique et société #États-Unis;Gérard Wormser;;
;2008;;609;4;114;114;592;Balle au centre : L’élection de 2008 se joue-t-elle du côté des indépendants ?;2008-09-15 00:12:00;2011-08-09 16:33:28;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama #États-Unis;Gérard Wormser;;
;2008;;609;5;114;114;595;Quand les enfants des baby-boomers redessinent le futur de l’Amérique;2008-09-22 00:05:00;2011-08-09 16:32:37;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama #États-Unis;Gérard Wormser;;
;2008;;609;6;114;114;597;Quand Internet réinvente la démocratie;2008-09-29 04:29:26;2011-08-09 16:31:19;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama #Monde numérique #Démocratie;Gérard Wormser;;
;2008;;609;7;114;114;607;Barack Obama, illustre et inconnu;2008-10-06 03:12:17;2011-08-09 16:30:15;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama;Gérard Wormser;;
;2008;;609;8;114;114;608;Au crépuscule de l’ère conservatrice ;2008-10-13 07:53:45;2011-08-09 16:16:04;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama;Gérard Wormser;;
;2008;;609;9;114;114;610;En 2008, l'Amérique est bleue comme une orange;2008-10-20 01:16:27;2011-10-20 01:18:55;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama;Gérard Wormser;;
;2008;;609;10;114;114;611;« Après avoir globalisé le monde pendant 50 ans, les Américains vont devoir se globaliser »;2008-10-27 04:29:55;2011-08-09 16:17:14;#Niels Planel;#USA 2008 - Chroniques de livres autour de l'élection présidentielle #Barack Obama;Gérard Wormser;;
;2008;542,803;803;1;58;58;616;De la philosophie, et derechef qu'elle fait ma.â.l.e ?;2008-12-11 05:49:02;2012-01-02 11:32:57;#Carole Dely;#Genres #Philosophie #Politique et société #Montaigne #Deguy, Michel #Comte, Auguste #Spinoza #Kierkegaard, Sören #Voltaire #Condorcet;Gérard Wormser;;
;2008;;;1;58;58;499;Gide vu par Mauriac le chrétien;2008-01-08 04:14:16;2011-07-01 13:37:57;#Zita Tringli;#Arts et lettres #Mauriac, François #Gide, André #Tolérance et Différence #Religions #Roman;Gérard Wormser;;
;2008;;;2;58;58;488;La commémoration de la lettre de Guy Môquet : un révisionnisme subtil;2008-01-14 03:55:44;2011-10-20 00:18:32;#Jean-Jacques Delfour;#Politique et société #Identité #Éducation et enseignement #Politique mémorielle #France;Gérard Wormser;;
;2008;;;3;58;58;501;Esquisse d'une phénoménologie de l'œuvre littéraire;2008-01-14 10:09:42;2008-01-14 10:07:33;#Alain Flajoliet;;Gérard Wormser;;
;2008;;;4;58;58;502;His Acts, Her Words;2008-01-21 08:26:10;2011-08-04 16:12:53;#Maria Ferencuhova;#Genres #Arts et lettres #Cinéma #Rohmer, Éric #Stéréotypes;Gérard Wormser;;
;2008;;;5;58;58;503;Ethical economics and sustainable development;2008-01-22 15:41:00;2011-06-21 19:24:22;#Jean-Paul Maréchal;#Philosophie #Politique et société #Weber, Max #Husserl, Edmund #Smith, Adam #Pays en développement #Mondialisation #Capitalisme;Gérard Wormser;;
;2008;;;6;58;58;504;Critique du matérialisme dans le 'Discours sur l'ensemble du positivisme' d'Auguste Comte;2008-01-23 04:49:31;2008-01-24 06:27:59;#Christophe Premat;#Philosophie #Politique et société #Descartes #Comte, Auguste #Métaphysique;Gérard Wormser;;
;2008;;;7;58;58;313;"Charlotte Delbo, le théâtre comme moyen de survie : ""Les Hommes"" et ""Un caprice""";2008-01-24 19:25:00;2011-08-04 16:08:57;#Claude Schumacher;#Arts et lettres #Théâtre #Delbo, Charlotte #Eschyle;Gérard Wormser;;
;2008;;;8;58;58;505;Tex Avery visionnaire;2008-01-28 08:44:34;2011-08-04 16:04:58;#Raphaël Bessis;#Philosophie #Politique et société #Cinéma #Avery, Tex;Gérard Wormser;;
;2008;;;9;58;58;524;La dépression du sénior;2008-02-12 04:18:52;2008-02-12 04:19:45;#Roberto Gac;;Gérard Wormser;;
;2008;;;10;58;58;268;L'École malgré la République;2008-02-13 21:55:00;2011-11-07 14:04:24;#Jean-Jacques Delfour;#Voltaire #Condorcet;Gérard Wormser;;
;2008;;;11;58;58;317;Charlotte Delbo « vocératrice d'Auschwitz »;2008-02-14 00:16:00;2008-02-14 04:26:17;#Claude Schumacher;#Delbo, Charlotte;Gérard Wormser;;
